timestamp,liquidity_usd,price_usd
1778342400,29.1394,0.0003433895
1778346000,24.7725,0.0003456600
1778349600,22.5520,0.0003499569
1778353200,13.0604,0.0003577526
1778356800,15.0065,0.0003524685
1778360400,17.9934,0.0003510504
1778364000,21.5408,0.0003455382
1778367600,14.4323,0.0003406550
1778371200,17.1900,0.0003459661
1778374800,21.7947,0.0003403638
1778378400,34.7656,0.0003331111
1778382000,22.2214,0.0003375378
1778385600,26.4804,0.0003398147
1778389200,17.1871,0.0003371500
1778392800,14.9051,0.0003406198
1778396400,74.3253,0.0003267848
1778400000,19.0829,0.0003328150
1778403600,22.5079,0.0003336850
1778407200,18.9056,0.0003324988
1778410800,15.7524,0.0003335813
1778414400,27.6164,0.0003367827
1778418000,19.2427,0.0003374003
1778421600,30.5168,0.0003403824
1778425200,14.0792,0.0003421068
1778428800,31.9660,0.0003325069
1778432400,29.0983,0.0003398512
1778436000,20.3710,0.0003444296
1778439600,32.6439,0.0003486550
1778443200,27.8633,0.0003358933
1778446800,50.5132,0.0003259632
1778450400,27.0632,0.0003311143
1778454000,62.4612,0.0003241968
1778457600,69.1775,0.0003235706
1778461200,88.2196,0.0003118555
1778464800,52.3923,0.0003175706
1778468400,81.8409,0.0003051267
1778472000,126.8867,0.0003062920
1778475600,85.6573,0.0002986294
1778479200,45.4188,0.0003076217
1778482800,21.4192,0.0003022585
1778486400,25.1219,0.0003020804
1778490000,29.2681,0.0002987702
1778493600,54.0434,0.0002848306
1778497200,58.2303,0.0002862136
1778500800,27.1164,0.0002909117
1778504400,222.4904,0.0002791126
1778508000,40.4113,0.0002782128
1778511600,100.1926,0.0003030454
1778515200,455.9162,0.0003510290
1778518800,295.5100,0.0003530473
1778522400,63.6381,0.0003491260
1778526000,104.7178,0.0003320097
1778529600,39.2431,0.0003415270
1778533200,20.8451,0.0003350665
1778536800,41.5133,0.0003273893
1778540400,27.8434,0.0003306327
1778544000,8.3690,0.0003349004
1778547600,154.1804,0.0003002727
1778551200,68.3062,0.0002934258
1778554800,55.3883,0.0002968927
1778558400,57.0555,0.0002895590
1778562000,52.4464,0.0002922305
1778565600,18.5016,0.0002946254
1778569200,39.5606,0.0002984455
1778572800,26.5885,0.0002942745
1778576400,50.5413,0.0002866855
1778580000,41.8481,0.0002899654
1778583600,37.6682,0.0002981778
1778587200,30.1877,0.0002986443
1778590800,11.0373,0.0002947608
1778594400,48.1477,0.0002897053
1778598000,29.4280,0.0002880547
1778601600,20.5397,0.0002874787
1778605200,13.4229,0.0002952135
1778608800,62.5001,0.0002971234
1778612400,19.1930,0.0003030997
1778616000,9.0010,0.0002983616
1778619600,5.2726,0.0002949396
1778623200,14.6223,0.0003022917
1778626800,8.5588,0.0002942933
1778630400,21.2879,0.0002858533
1778634000,34.8397,0.0002837142
1778637600,14.5466,0.0002816554
1778641200,18.0137,0.0002836907
1778644800,16.4148,0.0002881910
1778648400,34.6812,0.0002818764
1778652000,8.3623,0.0002870973
1778655600,30.6949,0.0002948364
1778659200,16.2724,0.0002908858
1778662800,28.9699,0.0002980120
1778666400,27.2474,0.0002980854
1778670000,16.0882,0.0002968386
1778673600,29.5744,0.0002939786
1778677200,19.2166,0.0002904277
1778680800,112.8595,0.0002710228
1778684400,29.5578,0.0002754924
1778688000,22.7716,0.0002797652
1778691600,16.0813,0.0002827007
1778695200,17.2218,0.0002878266
1778698800,13.8498,0.0002822999
1778702400,39.0695,0.0002847680
1778706000,5.3721,0.0002843016
1778709600,8.5003,0.0002837989
1778713200,17.5228,0.0002757175
1778716800,18.1941,0.0002730708
1778720400,52.0176,0.0002690563
1778724000,20.1305,0.0002697108
1778727600,13.4037,0.0002692122
1778731200,43.6136,0.0002683454
1778734800,15.7713,0.0002768294
1778738400,13.6432,0.0002695613
1778742000,11.5056,0.0002697838
1778745600,47.4188,0.0002708006
1778749200,9.6120,0.0002701947
1778752800,5.6319,0.0002725574
1778756400,16.3692,0.0002758441
1778760000,9.0817,0.0002709020
1778763600,9.7302,0.0002712777
1778767200,12.6805,0.0002707874
1778770800,34.1999,0.0002746347
1778774400,53.7786,0.0002816168
1778778000,49.4090,0.0002793442
1778781600,48.1655,0.0002944934
1778785200,36.0364,0.0002959334
1778788800,17.4032,0.0002974081
1778792400,47.1432,0.0003032150
1778796000,28.8817,0.0003040916
1778799600,51.0716,0.0003010595
1778803200,26.1130,0.0003023257
1778806800,33.2171,0.0003044409
1778810400,36.5627,0.0003037346
1778814000,21.3876,0.0003015924
1778817600,21.2099,0.0002900554
1778821200,20.8589,0.0002832264
1778824800,21.9845,0.0002805068
1778828400,17.0268,0.0002825609
1778832000,7.9959,0.0002832791
1778835600,13.8158,0.0002862463
1778839200,8.1672,0.0002814907
1778842800,7.1372,0.0002840519
1778846400,14.7719,0.0002837419
1778850000,45.0962,0.0002754874
1778853600,23.8413,0.0002751617
1778857200,53.5073,0.0002655431
1778860800,16.9326,0.0002675723
1778864400,14.8908,0.0002713261
1778868000,370.5553,0.0003657618
1778871600,464.4245,0.0003404180
1778875200,179.0309,0.0003451153
1778878800,72.3722,0.0003309286
1778882400,72.9575,0.0003358831
1778886000,59.7037,0.0003390071
1778889600,75.6032,0.0003374928
1778893200,47.6310,0.0003324557
1778896800,67.6000,0.0003549355
1778900400,83.6098,0.0003487264
1778904000,71.9192,0.0003329712
1778907600,21.9374,0.0003373335
1778911200,32.8431,0.0003341051
1778914800,104.5011,0.0003148981
1778918400,53.5723,0.0003210356
1778922000,29.7607,0.0003121657
1778925600,17.0201,0.0003160874
1778929200,10.5697,0.0003189769
1778932800,20.4321,0.0003222577
1778936400,20.4036,0.0003231194
1778940000,24.7793,0.0003303992
1778943600,91.1347,0.0003340898
1778947200,64.4226,0.0003550733
1778950800,92.6960,0.0003595513
1778954400,61.8551,0.0003558151
1778958000,80.9044,0.0003704998
1778961600,80.2741,0.0003681500
1778965200,31.0204,0.0003602214
1778968800,32.0547,0.0003575759
1778972400,25.6170,0.0003701071
1778976000,61.3070,0.0003838371
1778979600,54.9013,0.0003628641
1778983200,24.8128,0.0003560677
1778986800,22.8020,0.0003597638
1778990400,21.4807,0.0003748824
1778994000,84.2018,0.0004007686
1778997600,209.4618,0.0004104412
1779001200,82.8604,0.0004012901
1779004800,47.1092,0.0004015829
1779008400,29.7606,0.0003916701
1779012000,24.4738,0.0003918401
1779015600,98.0351,0.0003814465
1779019200,27.3032,0.0003834869
1779022800,24.7161,0.0003710531
1779026400,17.6274,0.0003754542
1779030000,24.5002,0.0003675107
1779033600,14.7601,0.0003745056
1779037200,19.7704,0.0003804949
1779040800,32.1485,0.0003822749
1779044400,43.3332,0.0003788753
1779048000,27.0317,0.0003700115
1779051600,10.0956,0.0003722309
1779055200,13.7011,0.0003711069
1779058800,38.4262,0.0003588219
1779062400,49.4068,0.0003536039
1779066000,31.5079,0.0003532589
1779069600,45.6230,0.0003507192
1779073200,14.1045,0.0003583973
1779076800,27.1798,0.0003644934
1779080400,35.4695,0.0003572370
1779084000,42.1662,0.0003546005
1779087600,33.8249,0.0003477873
1779091200,15.9867,0.0003499535
1779094800,7.1643,0.0003519226
1779098400,8.8099,0.0003521500
1779102000,12.2177,0.0003504278
1779105600,29.3083,0.0003606484
1779109200,19.0954,0.0003512495
1779112800,21.3725,0.0003448880
1779116400,165.5037,0.0003204148
1779120000,112.8559,0.0003251326
1779123600,29.9265,0.0003201956
1779127200,76.6088,0.0003125965
1779130800,30.1402,0.0003203549
1779134400,10.1190,0.0003257272
1779138000,17.3951,0.0003313875
1779141600,23.4144,0.0003240894
1779145200,31.1184,0.0003262714
1779148800,48.7147,0.0003278747
1779152400,16.8686,0.0003307049
1779156000,25.3547,0.0003295159
1779159600,5.8741,0.0003305301
1779163200,39.5774,0.0003323661
1779166800,14.6987,0.0003274282
1779170400,8.8629,0.0003213834
1779174000,45.1422,0.0003169963
1779177600,12.0593,0.0003130198
1779181200,32.2854,0.0003021245
1779184800,26.5538,0.0003106852
1779188400,20.7143,0.0003161727
1779192000,25.5737,0.0003146297
1779195600,10.9400,0.0003134381
1779199200,15.3215,0.0003120276
1779202800,22.0770,0.0003106875
1779206400,32.8048,0.0003123988
1779210000,11.9969,0.0003197621
1779213600,10.0510,0.0003195649
1779217200,25.4966,0.0003082949
1779220800,24.5803,0.0003062622
1779224400,14.9496,0.0003021323
1779228000,29.8439,0.0003085917
1779231600,4.1769,0.0003096512
1779235200,15.7575,0.0003048649
1779238800,9.9910,0.0003044004
1779242400,8.7395,0.0003069215
1779246000,17.3956,0.0003124236
1779249600,4.6095,0.0003143525
1779253200,17.7819,0.0003131812
1779256800,12.8296,0.0003136712
1779260400,65.8385,0.0003265742
1779264000,14.7416,0.0003211852
1779267600,13.9179,0.0003166007
1779271200,17.1702,0.0003153972
1779274800,5.7925,0.0003168762
1779278400,11.7321,0.0003144086
1779282000,11.7947,0.0003137846
1779285600,34.5337,0.0003199395
1779289200,31.9219,0.0003326675
1779292800,22.7404,0.0003238007
1779296400,14.6235,0.0003281968
1779300000,44.5051,0.0003336119
1779303600,13.5466,0.0003314401
1779307200,47.5606,0.0003234438
1779310800,20.8364,0.0003268259
1779314400,13.2681,0.0003221992
1779318000,3.7479,0.0003212882
1779321600,25.9447,0.0003222964
1779325200,56.8519,0.0003332556
1779328800,22.2481,0.0003326831
1779332400,21.3785,0.0003326250
1779336000,47.8299,0.0003374244
1779339600,22.0686,0.0003337181
1779343200,29.9764,0.0003321606
1779346800,16.6078,0.0003360944
1779350400,49.1229,0.0003484590
1779354000,30.2079,0.0003416720
1779357600,26.0999,0.0003246391
1779361200,48.5148,0.0003218916
1779364800,12.5580,0.0003220228
1779368400,10.6723,0.0003187470
1779372000,19.7498,0.0003176012
1779375600,103.0668,0.0003175812
1779379200,12.8004,0.0003163171
1779382800,37.9242,0.0003221711
1779386400,14.7950,0.0003194592
1779390000,12.7220,0.0003177387
1779393600,8.1756,0.0003177905
1779397200,10.4173,0.0003210886
1779400800,46.1473,0.0003313492
1779404400,41.9674,0.0003349271
1779408000,14.7135,0.0003351492
1779411600,6.4385,0.0003311447
1779415200,15.0746,0.0003329299
1779418800,23.9044,0.0003319890
1779422400,22.0321,0.0003246311
1779426000,12.6106,0.0003235350
1779429600,10.9801,0.0003246256
1779433200,19.5538,0.0003219333
1779436800,6.9417,0.0003229121
1779440400,28.4808,0.0003183396
1779444000,54.4639,0.0003065671
1779447600,51.4192,0.0003014048
1779451200,19.1357,0.0003016654
1779454800,18.0813,0.0003072521
1779458400,29.6422,0.0002974802
1779462000,45.4082,0.0003011416
1779465600,15.8057,0.0003024289
1779469200,21.2526,0.0002978392
1779472800,10.3302,0.0002943420
1779476400,18.8735,0.0002965554
1779480000,10.7682,0.0002915671
1779483600,17.7527,0.0003028573
1779487200,11.1280,0.0002999529
1779490800,27.8117,0.0002943189
1779494400,51.2321,0.0002810411
1779498000,53.9530,0.0002837795
1779501600,10.4217,0.0002844241
1779505200,9.5983,0.0002886914
1779508800,11.8776,0.0002898409
1779512400,8.0837,0.0002906125
1779516000,9.7897,0.0002940983
1779519600,9.9963,0.0002891942
1779523200,17.9632,0.0002875697
1779526800,13.2337,0.0002872748
1779530400,27.8741,0.0002809220
1779534000,33.2818,0.0002776826
1779537600,13.5739,0.0002786689
1779541200,20.4305,0.0002767607
1779544800,21.2018,0.0002811891
1779548400,13.4198,0.0002845892
1779552000,15.8299,0.0002886607
1779555600,14.3136,0.0002875120
1779559200,16.8272,0.0002918449
1779562800,9.5759,0.0002875468
1779566400,61.2876,0.0002881178
1779570000,39.9939,0.0002782367
1779573600,9.4960,0.0002819805
1779577200,6.7736,0.0002847879
1779580800,10.1044,0.0002859477
1779584400,14.3577,0.0002884691
1779588000,18.7413,0.0002899635
1779591600,2.5106,0.0002879547
1779595200,6.2031,0.0002902214
1779598800,1.7900,0.0002882180
1779602400,6.6959,0.0002879665
1779606000,4.7232,0.0002860748
1779609600,5.2398,0.0002853931
1779613200,8.3697,0.0002840763
1779616800,14.8598,0.0002796502
1779620400,25.0367,0.0002768635
1779624000,38.0250,0.0002728603
1779627600,13.7880,0.0002733107
1779631200,117.7064,0.0002631268
1779634800,86.2000,0.0002566819
1779638400,62.5509,0.0002660319
1779642000,20.5586,0.0002728881
1779645600,4.2106,0.0002735286
1779649200,5.8506,0.0002735631
1779652800,6.5017,0.0002701998
1779656400,6.7873,0.0002680038
1779660000,9.1448,0.0002719158
1779663600,13.7370,0.0002725248
1779667200,47.0705,0.0002647059
1779670800,29.0262,0.0002623355
1779674400,96.6676,0.0002426425
1779678000,264.6913,0.0002349052
1779681600,97.5621,0.0002360701
1779685200,36.2694,0.0002384715
1779688800,17.0398,0.0002362437
1779692400,55.9300,0.0002288853
1779696000,59.1343,0.0002380027
1779699600,11.6084,0.0002391903
1779703200,16.2755,0.0002293762
1779706800,14.5242,0.0002339471
1779710400,52.1773,0.0002170397
1779714000,189.7236,0.0002344607
1779717600,34.4285,0.0002254070
1779721200,28.2284,0.0002326327
1779724800,43.9602,0.0002312343
1779728400,8.1191,0.0002302374
1779732000,11.0335,0.0002338905
1779735600,14.6306,0.0002287528
1779739200,5.9240,0.0002284690
1779742800,45.4463,0.0002152925
1779746400,66.1753,0.0002243360
1779750000,10.9315,0.0002258189
1779753600,30.6097,0.0002237743
1779757200,8.5027,0.0002251354
1779760800,12.9987,0.0002242431
1779764400,20.9457,0.0002223691
1779768000,59.8305,0.0002180584
1779771600,29.8353,0.0002113812
1779775200,37.8344,0.0002130029
1779778800,12.3491,0.0002165194
1779782400,27.3992,0.0002105939
1779786000,26.1872,0.0002154759
1779789600,36.2130,0.0002209673
1779793200,26.8976,0.0002202705
1779796800,11.2881,0.0002163642
1779800400,108.7600,0.0002047532
1779804000,104.5678,0.0001956482
